symbol,sectorCode,mapMethod,confidenceGrade
WRLD,CONSTRUCT,ML_NAME_IMPUTED,C3
VTSI,SOFTWARE,ML_NAME_IMPUTED,C3
XBIT,BIO,RULE,B
WIX,SOFTWARE,ML_NAME_IMPUTED,C2
XERS,BIO,RULE,B
XNCR,FINANCE,ML_NAME_IMPUTED,C3
VTVT,BIO,RULE,B
XLO,BIO,RULE,B
VSTM,SEMI,ML_NAME_IMPUTED,C3
WETO,SHIP_DEF,RULE,B
WALD,AUTO,ML_NAME_IMPUTED,C3
WETH,IT_HW,RULE,B
WDAY,SOFTWARE,EXPLICIT,A
WTBA,FINANCE,RULE,B
XIII,FINANCE,RULE,B
WVVI,FINANCE,ML_NAME_IMPUTED,C3
XAIR,CONSTRUCT,ML_NAME_IMPUTED,C3
WCCB,FINANCE,RULE,B
WFF,SOFTWARE,ML_NAME_IMPUTED,C3
WHLRP,FINANCE,RULE,B
WIMI,SOFTWARE,RULE,B
WLCO,CHEM_STEEL,ML_NAME_IMPUTED,C3
WLTH,CHEM_STEEL,ML_NAME_IMPUTED,C3
WSBK,FINANCE,RULE,B
WSE,AUTO,ML_NAME_IMPUTED,C3
WTG,FINANCE,RULE,B
XLAB,SOFTWARE,ML_NAME_IMPUTED,C2
XMAX,CONSTRUCT,ML_NAME_IMPUTED,C3
ZUMZ,SEMI,ML_NAME_IMPUTED,C3
XXII,CONSUMER,ML_NAME_IMPUTED,C3
ACCO,CONSUMER,RULE,B
AEXA,FINANCE,RULE,B
YHGJ,FINANCE,ML_NAME_IMPUTED,C3
AA,CHEM_STEEL,EXPLICIT,A
AAC,FINANCE,RULE,B
AD,SOFTWARE,RULE,B
AG,CHEM_STEEL,RULE,B
AI,SOFTWARE,RULE,B
ABBV,CONSUMER,ML_NAME_IMPUTED,C3
AAP,AUTO,RULE,B
AAT,FINANCE,RULE,B
ZENA,SEMI,ML_NAME_IMPUTED,C3
ZKIN,TELCO_MEDIA,ML_NAME_IMPUTED,C3
ZVRA,BIO,RULE,B
A,IT_HW,RULE,B
ABG,AUTO,RULE,B
ZTG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
ABM,SHIP_DEF,RULE,B
XRPN,FINANCE,RULE,B
ABR,FINANCE,RULE,B
ABT,HEALTH_SVC,EXPLICIT,A
ACVA,SOFTWARE,ML_NAME_IMPUTED,C2
ABX,FINANCE,ML_NAME_IMPUTED,C2
ACEL,TELCO_MEDIA,RULE,B
Z,FINANCE,RULE,B
ABCB,FINANCE,RULE,B
ACA,CONSTRUCT,ML_NAME_IMPUTED,C3
ACH,HEALTH_SVC,RULE,B
ZBIO,BIO,RULE,B
ACI,CONSUMER,ML_NAME_IMPUTED,C3
ZJYL,HEALTH_SVC,RULE,B
ACM,CONSTRUCT,EXPLICIT,A
ACN,FINANCE,ML_NAME_IMPUTED,C3
ACR,FINANCE,RULE,B
XTER,FINANCE,RULE,B
ZURA,BIO,RULE,B
ADC,FINANCE,RULE,B
ZEO,ENERGY,RULE,B
ZNTL,BIO,RULE,B
ALIT,SOFTWARE,ML_NAME_IMPUTED,C2
ADM,CONSUMER,ML_NAME_IMPUTED,C3
ADT,SOFTWARE,ML_NAME_IMPUTED,C3
XRX,CONSUMER,ML_NAME_IMPUTED,C3
ADIG,CONSTRUCT,ML_NAME_IMPUTED,C3
AEE,ENERGY,EXPLICIT,A
YTRA,SOFTWARE,ML_NAME_IMPUTED,C3
ZCMD,SOFTWARE,ML_NAME_IMPUTED,C2
AEM,CONSTRUCT,ML_NAME_IMPUTED,C3
AADX,SHIP_DEF,RULE,B
AEO,CONSTRUCT,ML_NAME_IMPUTED,C3
AER,SOFTWARE,ML_NAME_IMPUTED,C3
AES,ENERGY,EXPLICIT,A
AAUC,CHEM_STEEL,RULE,B
ACHR,SOFTWARE,ML_NAME_IMPUTED,C2
AHRT,FINANCE,RULE,B
AFG,FINANCE,RULE,B
YDES,BIO,RULE,B
XRTX,BIO,RULE,B
AGI,CHEM_STEEL,RULE,B
AGL,HEALTH_SVC,RULE,B
AGM,FINANCE,RULE,B
AGO,CONSUMER,ML_NAME_IMPUTED,C3
AGBK,SOFTWARE,ML_NAME_IMPUTED,C3
AGX,CONSUMER,ML_NAME_IMPUTED,C3
YDDL,IT_HW,RULE,B
ZDAI,IT_HW,RULE,B
AGRO,CHEM_STEEL,ML_NAME_IMPUTED,C3
AHR,HEALTH_SVC,RULE,B
AGCO,CHEM_STEEL,ML_NAME_IMPUTED,C3
YAAS,IT_HW,RULE,B
YHC,CONSUMER,ML_NAME_IMPUTED,C2
ZJK,SHIP_DEF,RULE,B
AIG,FINANCE,EXPLICIT,A
AII,FINANCE,RULE,B
AIN,SHIP_DEF,ML_NAME_IMPUTED,C3
ZD,SEMI,ML_NAME_IMPUTED,C3
AIR,CHEM_STEEL,ML_NAME_IMPUTED,C3
AIT,SHIP_DEF,RULE,B
AIV,FINANCE,ML_NAME_IMPUTED,C2
ZSQR,SEMI,ML_NAME_IMPUTED,C3
AIZ,CONSUMER,ML_NAME_IMPUTED,C3
ZM,TELCO_MEDIA,RULE,B
ZS,SOFTWARE,EXPLICIT,A
XTIA,SHIP_DEF,RULE,B
ZYME,SEMI,ML_NAME_IMPUTED,C3
AGM.A,FINANCE,RULE,B
AKA,CONSUMER,RULE,B
YICC,FINANCE,RULE,B
ZSTK,CHEM_STEEL,ML_NAME_IMPUTED,C3
YYAI,IT_HW,ML_NAME_IMPUTED,C2
YARW,BIO,RULE,B
ZION,FINANCE,RULE,B
AESI,ENERGY,RULE,B
AKR,FINANCE,RULE,B
YIBO,SOFTWARE,ML_NAME_IMPUTED,C3
ALB,BATTERY,EXPLICIT,A
ALC,CHEM_STEEL,ML_NAME_IMPUTED,C3
ALG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
ZBRA,IT_HW,EXPLICIT,A
ZBAO,IT_HW,RULE,B
YDKG,SOFTWARE,RULE,B
ZNB,IT_HW,RULE,B
YFOR,SOFTWARE,ML_NAME_IMPUTED,C1
AAMI,FINANCE,RULE,B
YSXT,IT_HW,RULE,B
ZOOZ,ENERGY,RULE,B
ADCT,BIO,RULE,B
ACRE,FINANCE,RULE,B
XWEL,SHIP_DEF,ML_NAME_IMPUTED,C3
YORW,SHIP_DEF,ML_NAME_IMPUTED,C1
ZYBT,BIO,RULE,B
ADNT,AUTO,EXPLICIT,A
AFL,FINANCE,EXPLICIT,A
AHT,HEALTH_SVC,RULE,B
AJG,FINANCE,EXPLICIT,A
ALH,TELCO_MEDIA,ML_NAME_IMPUTED,C3
YMAT,CONSUMER,ML_NAME_IMPUTED,C3
YSWY,SOFTWARE,ML_NAME_IMPUTED,C2
ZG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
APO,FINANCE,EXPLICIT,A
ATEN,IT_HW,RULE,B
BALY,CHEM_STEEL,ML_NAME_IMPUTED,C3
BBT,FINANCE,RULE,B
BBW,SEMI,ML_NAME_IMPUTED,C3
BBY,CONSUMER,EXPLICIT,A
AQN,ENERGY,RULE,B
BCC,CONSUMER,ML_NAME_IMPUTED,C3
BCE,SOFTWARE,ML_NAME_IMPUTED,C3
BANC,FINANCE,ML_NAME_IMPUTED,C2
AM,BATTERY,ML_NAME_IMPUTED,C3
AN,AUTO,EXPLICIT,A
AP,BATTERY,ML_NAME_IMPUTED,C3
BCO,CONSUMER,ML_NAME_IMPUTED,C3
AR,ENERGY,EXPLICIT,A
AS,SOFTWARE,ML_NAME_IMPUTED,C3
ARE,FINANCE,RULE,B
AU,CHEM_STEEL,RULE,B
AX,FINANCE,RULE,B
ARI,FINANCE,RULE,B
ARL,FINANCE,RULE,B
BA,SHIP_DEF,EXPLICIT,A
BB,ENERGY,ML_NAME_IMPUTED,C3
BDC,CONSUMER,ML_NAME_IMPUTED,C3
ARR,FINANCE,RULE,B
BC,CHEM_STEEL,ML_NAME_IMPUTED,C3
B,CHEM_STEEL,RULE,B
BE,ENERGY,RULE,B
ARW,IT_HW,RULE,B
BH,SOFTWARE,ML_NAME_IMPUTED,C2
ARX,TELCO_MEDIA,ML_NAME_IMPUTED,C3
AOMR,FINANCE,RULE,B
BDN,FINANCE,RULE,B
ASB,FINANCE,ML_NAME_IMPUTED,C2
ASC,CONSTRUCT,RULE,B
ASH,CONSUMER,ML_NAME_IMPUTED,C3
BDX,HEALTH_SVC,EXPLICIT,A
BEN,FINANCE,EXPLICIT,A
BEP,ENERGY,RULE,B
ATI,CHEM_STEEL,EXPLICIT,A
BBAI,SOFTWARE,RULE,B
ATO,ENERGY,RULE,B
ATR,AUTO,ML_NAME_IMPUTED,C3
ATS,CHEM_STEEL,ML_NAME_IMPUTED,C2
ARES,FINANCE,EXPLICIT,A
APAM,FINANCE,RULE,B
BFH,FINANCE,RULE,B
AUB,FINANCE,RULE,B
BFS,HEALTH_SVC,ML_NAME_IMPUTED,C3
BBDC,FINANCE,RULE,B
AVNT,BATTERY,ML_NAME_IMPUTED,C3
BGS,CONSUMER,RULE,B
AVY,SHIP_DEF,ML_NAME_IMPUTED,C3
BFLY,IT_HW,RULE,B
BBUC,IT_HW,ML_NAME_IMPUTED,C3
ASIC,FINANCE,RULE,B
AWI,SHIP_DEF,RULE,B
AWK,SHIP_DEF,ML_NAME_IMPUTED,C2
AWR,CONSTRUCT,ML_NAME_IMPUTED,C3
ALLY,FINANCE,RULE,B
AORT,CONSTRUCT,ML_NAME_IMPUTED,C3
APTV,AUTO,EXPLICIT,A
AUNA,SOFTWARE,ML_NAME_IMPUTED,C3
AXP,FINANCE,EXPLICIT,A
ALLE,AUTO,ML_NAME_IMPUTED,C2
AXTA,IT_HW,RULE,B
AXR,CHEM_STEEL,ML_NAME_IMPUTED,C3
AXS,FINANCE,RULE,B
ATMU,IT_HW,RULE,B
BF.B,SOFTWARE,ML_NAME_IMPUTED,C1
BF.A,SOFTWARE,ML_NAME_IMPUTED,C2
AYI,CONSUMER,RULE,B
AMPX,BATTERY,EXPLICIT,A
AMPY,ENERGY,RULE,B
ANRO,BIO,ML_NAME_IMPUTED,C3
AZN,AUTO,ML_NAME_IMPUTED,C3
AZO,CONSUMER,EXPLICIT,A
AZZ,IT_HW,ML_NAME_IMPUTED,C3
AMRC,SOFTWARE,ML_NAME_IMPUTED,C2
BGSF,CONSTRUCT,ML_NAME_IMPUTED,C3
AMBP,CHEM_STEEL,RULE,B
ARLO,IT_HW,RULE,B
ANDG,TELCO_MEDIA,ML_NAME_IMPUTED,C2
BFAM,IT_HW,RULE,B
ALK,CONSTRUCT,EXPLICIT,A
ANET,IT_HW,EXPLICIT,A
AMTB,FINANCE,RULE,B
AMCR,AUTO,ML_NAME_IMPUTED,C3
ALV,AUTO,ML_NAME_IMPUTED,C2
ALX,CONSUMER,ML_NAME_IMPUTED,C3
ARMK,CONSUMER,ML_NAME_IMPUTED,C3
AMC,TELCO_MEDIA,RULE,B
AMG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
AMH,CONSTRUCT,RULE,B
AMN,HEALTH_SVC,RULE,B
AMP,FINANCE,RULE,B
AMR,CHEM_STEEL,RULE,B
AMT,FINANCE,RULE,B
ASPN,SHIP_DEF,ML_NAME_IMPUTED,C3
ANVS,BIO,RULE,B
AVEX,BATTERY,ML_NAME_IMPUTED,C3
ANF,CONSUMER,ML_NAME_IMPUTED,C3
AMTM,SOFTWARE,ML_NAME_IMPUTED,C3
ANGX,TELCO_MEDIA,RULE,B
ASAN,SOFTWARE,ML_NAME_IMPUTED,C2
ALSN,AUTO,EXPLICIT,A
BEBE,IT_HW,RULE,B
AON,FINANCE,EXPLICIT,A
BALL,ENERGY,ML_NAME_IMPUTED,C3
BAC,FINANCE,EXPLICIT,A
AOS,CONSTRUCT,ML_NAME_IMPUTED,C3
ASBH,FINANCE,RULE,B
BAH,CONSUMER,ML_NAME_IMPUTED,C3
BAM,FINANCE,RULE,B
BAP,SEMI,ML_NAME_IMPUTED,C3
APD,CHEM_STEEL,EXPLICIT,A
APLE,HEALTH_SVC,RULE,B
APG,CONSTRUCT,ML_NAME_IMPUTED,C3
APH,IT_HW,EXPLICIT,A
BAX,CONSUMER,ML_NAME_IMPUTED,C3
ALL,FINANCE,EXPLICIT,A
ALTG,TELCO_MEDIA,ML_NAME_IMPUTED,C2
AMBQ,SEMI,ML_NAME_IMPUTED,C2
AME,FINANCE,ML_NAME_IMPUTED,C3
AMRZ,SOFTWARE,ML_NAME_IMPUTED,C3
AMWL,BATTERY,ML_NAME_IMPUTED,C3
ARCO,SOFTWARE,ML_NAME_IMPUTED,C3
ARDT,HEALTH_SVC,RULE,B
ARIS,CHEM_STEEL,RULE,B
AROC,CONSUMER,ML_NAME_IMPUTED,C3
ASIX,AUTO,ML_NAME_IMPUTED,C3
ATKR,SOFTWARE,ML_NAME_IMPUTED,C3
AVA,AUTO,ML_NAME_IMPUTED,C3
AVBC,FINANCE,RULE,B
AVD,FINANCE,ML_NAME_IMPUTED,C3
AVTR,SEMI,ML_NAME_IMPUTED,C3
BARK,SOFTWARE,ML_NAME_IMPUTED,C2
BBWI,FINANCE,ML_NAME_IMPUTED,C3
BCSF,FINANCE,RULE,B
BEPC,ENERGY,RULE,B
BETA,IT_HW,RULE,B
BG,CONSTRUCT,ML_NAME_IMPUTED,C3
BLSH,SOFTWARE,ML_NAME_IMPUTED,C3
BRT,CHEM_STEEL,ML_NAME_IMPUTED,C3
CDE,CHEM_STEEL,RULE,B
BRX,FINANCE,ML_NAME_IMPUTED,C2
BWXT,SHIP_DEF,EXPLICIT,A
CDP,FINANCE,RULE,B
CHWY,SOFTWARE,ML_NAME_IMPUTED,C1
CHGG,SOFTWARE,ML_NAME_IMPUTED,C3
BSM,CHEM_STEEL,RULE,B
BSX,HEALTH_SVC,EXPLICIT,A
BLCO,CHEM_STEEL,ML_NAME_IMPUTED,C3
BROS,TELCO_MEDIA,ML_NAME_IMPUTED,C3
BTE,ENERGY,RULE,B
BTU,ENERGY,RULE,B
C,FINANCE,EXPLICIT,A
CFG,FINANCE,RULE,B
BLDR,CONSTRUCT,ML_NAME_IMPUTED,C3
BTX,FINANCE,RULE,B
BJ,CONSUMER,ML_NAME_IMPUTED,C3
CDRE,SHIP_DEF,ML_NAME_IMPUTED,C3
BN,CONSTRUCT,ML_NAME_IMPUTED,C3
CBNA,FINANCE,RULE,B
CFR,CONSUMER,ML_NAME_IMPUTED,C3
BR,FINANCE,RULE,B
BX,FINANCE,EXPLICIT,A
BY,FINANCE,RULE,B
BWIV,FINANCE,RULE,B
CB,FINANCE,EXPLICIT,A
BXMT,FINANCE,RULE,B
BIPC,CONSTRUCT,RULE,B
CL,CONSUMER,EXPLICIT,A
BKSY,IT_HW,RULE,B
CALY,SHIP_DEF,ML_NAME_IMPUTED,C3
CALX,CONSUMER,ML_NAME_IMPUTED,C3
CHE,CHEM_STEEL,ML_NAME_IMPUTED,C2
CHH,CONSUMER,RULE,B
BH.A,SOFTWARE,ML_NAME_IMPUTED,C2
BWLP,CHEM_STEEL,ML_NAME_IMPUTED,C3
CANG,SOFTWARE,ML_NAME_IMPUTED,C3
BWA,AUTO,EXPLICIT,A
CIA,FINANCE,ML_NAME_IMPUTED,C3
BTGO,SOFTWARE,ML_NAME_IMPUTED,C2
BXC,BATTERY,ML_NAME_IMPUTED,C3
BRCC,SOFTWARE,ML_NAME_IMPUTED,C2
BRSP,FINANCE,RULE,B
CINT,TELCO_MEDIA,ML_NAME_IMPUTED,C2
BRSL,AUTO,ML_NAME_IMPUTED,C3
BXP,FINANCE,RULE,B
BHC,HEALTH_SVC,RULE,B
BHE,IT_HW,RULE,B
BRBR,CONSUMER,RULE,B
CAPL,CONSTRUCT,ML_NAME_IMPUTED,C3
BRK.A,FINANCE,EXPLICIT,A
BRK.B,FINANCE,EXPLICIT,A
BYD,TELCO_MEDIA,RULE,B
BHR,CONSUMER,RULE,B
CBRE,TELCO_MEDIA,ML_NAME_IMPUTED,C2
CBAN,FINANCE,ML_NAME_IMPUTED,C1
CHMI,FINANCE,RULE,B
BIRK,AUTO,ML_NAME_IMPUTED,C3
BWMX,SOFTWARE,ML_NAME_IMPUTED,C3
BIP,CONSTRUCT,RULE,B
BIO,BIO,RULE,B
BOOT,CONSUMER,ML_NAME_IMPUTED,C3
BZH,CONSTRUCT,RULE,B
CARS,CONSUMER,ML_NAME_IMPUTED,C3
CAAP,CONSTRUCT,RULE,B
BKD,SEMI,ML_NAME_IMPUTED,C3
BKE,CONSUMER,ML_NAME_IMPUTED,C2
BKV,BATTERY,ML_NAME_IMPUTED,C3
BXSL,FINANCE,ML_NAME_IMPUTED,C2
CABO,CONSUMER,ML_NAME_IMPUTED,C3
CHPT,CONSUMER,ML_NAME_IMPUTED,C3
BLK,FINANCE,EXPLICIT,A
BOBS,CONSUMER,ML_NAME_IMPUTED,C3
CATO,TELCO_MEDIA,ML_NAME_IMPUTED,C3
CFND,FINANCE,ML_NAME_IMPUTED,C3
BXDC,FINANCE,RULE,B
BLX,SOFTWARE,ML_NAME_IMPUTED,C3
BMNR,IT_HW,RULE,B
BORR,ENERGY,ML_NAME_IMPUTED,C3
CACI,TELCO_MEDIA,ML_NAME_IMPUTED,C3
BMI,CONSUMER,ML_NAME_IMPUTED,C3
BHVN,CHEM_STEEL,ML_NAME_IMPUTED,C3
BMO,FINANCE,RULE,B
BKKT,SOFTWARE,ML_NAME_IMPUTED,C2
BMY,CONSUMER,ML_NAME_IMPUTED,C3
BIO.B,BIO,RULE,B
BNS,FINANCE,RULE,B
CGAU,CHEM_STEEL,RULE,B
BNT,IT_HW,RULE,B
CHCT,HEALTH_SVC,RULE,B
BNY,FINANCE,RULE,B
CIEN,IT_HW,EXPLICIT,A
CAVA,CONSUMER,EXPLICIT,A
BOC,HEALTH_SVC,ML_NAME_IMPUTED,C3
BOH,FINANCE,RULE,B
BLND,SOFTWARE,ML_NAME_IMPUTED,C2
CAG,CONSUMER,EXPLICIT,A
BOX,SOFTWARE,ML_NAME_IMPUTED,C2
CAH,HEALTH_SVC,EXPLICIT,A
CAL,SOFTWARE,ML_NAME_IMPUTED,C3
CAT,SHIP_DEF,EXPLICIT,A
BURL,CONSUMER,ML_NAME_IMPUTED,C3
CBU,FINANCE,RULE,B
CBZ,SEMI,ML_NAME_IMPUTED,C3
CCI,CONSUMER,ML_NAME_IMPUTED,C3
CCK,CONSUMER,ML_NAME_IMPUTED,C3
CCJ,CHEM_STEEL,ML_NAME_IMPUTED,C3
CCL,CHEM_STEEL,ML_NAME_IMPUTED,C3
CCS,CONSUMER,ML_NAME_IMPUTED,C3
CCZ,TELCO_MEDIA,ML_NAME_IMPUTED,C3
BRO,FINANCE,EXPLICIT,A
BILL,SOFTWARE,EXPLICIT,A
BKH,SHIP_DEF,ML_NAME_IMPUTED,C3
BKU,CONSTRUCT,ML_NAME_IMPUTED,C3
BNED,CONSUMER,RULE,B
BNL,CONSTRUCT,ML_NAME_IMPUTED,C3
BOW,FINANCE,ML_NAME_IMPUTED,C3
BRC,SEMI,ML_NAME_IMPUTED,C3
BUR,FINANCE,RULE,B
BV,BATTERY,ML_NAME_IMPUTED,C3
BW,BATTERY,ML_NAME_IMPUTED,C2
CARR,CONSTRUCT,ML_NAME_IMPUTED,C3
CBL,FINANCE,RULE,B
CBT,SHIP_DEF,ML_NAME_IMPUTED,C3
CC,CONSUMER,ML_NAME_IMPUTED,C3
CCO,TELCO_MEDIA,EXPLICIT,A
CE,CHEM_STEEL,EXPLICIT,A
CF,CHEM_STEEL,EXPLICIT,A
CHD,CONSUMER,EXPLICIT,A
CI,HEALTH_SVC,EXPLICIT,A
CIM,FINANCE,ML_NAME_IMPUTED,C3
CION,FINANCE,ML_NAME_IMPUTED,C3
CLB,SEMI,ML_NAME_IMPUTED,C3
CMRE,CONSUMER,ML_NAME_IMPUTED,C3
CWEN,ENERGY,RULE,B
CTS,CHEM_STEEL,ML_NAME_IMPUTED,C3
DFH,CONSTRUCT,RULE,B
CTOS,ENERGY,ML_NAME_IMPUTED,C3
DOCN,SOFTWARE,ML_NAME_IMPUTED,C3
DOCS,HEALTH_SVC,EXPLICIT,A
CVSA,CHEM_STEEL,ML_NAME_IMPUTED,C3
CMBT,IT_HW,RULE,B
CMSC,ENERGY,RULE,B
CUBI,FINANCE,RULE,B
CURV,CONSUMER,ML_NAME_IMPUTED,C3
CUBE,CHEM_STEEL,ML_NAME_IMPUTED,C3
CUBB,FINANCE,RULE,B
CVE,ENERGY,RULE,B
CLPR,FINANCE,RULE,B
DGX,HEALTH_SVC,RULE,B
CVI,ENERGY,RULE,B
CURB,FINANCE,RULE,B
CVS,HEALTH_SVC,EXPLICIT,A
CMTG,FINANCE,RULE,B
CVEO,CHEM_STEEL,ML_NAME_IMPUTED,C1
CVX,ENERGY,EXPLICIT,A
D,ENERGY,EXPLICIT,A
DHI,CONSTRUCT,EXPLICIT,A
DHR,HEALTH_SVC,EXPLICIT,A
CWH,SOFTWARE,ML_NAME_IMPUTED,C3
CWK,CHEM_STEEL,ML_NAME_IMPUTED,C3
CWT,CONSTRUCT,ML_NAME_IMPUTED,C3
DLNG,ENERGY,RULE,B
COHR,SEMI,EXPLICIT,A
CM,FINANCE,RULE,B
CP,CONSTRUCT,ML_NAME_IMPUTED,C2
CR,SHIP_DEF,ML_NAME_IMPUTED,C2
DIS,TELCO_MEDIA,EXPLICIT,A
CW,CONSTRUCT,ML_NAME_IMPUTED,C3
CMDB,CONSUMER,ML_NAME_IMPUTED,C3
CTRI,CONSUMER,ML_NAME_IMPUTED,C3
CXM,SOFTWARE,ML_NAME_IMPUTED,C2
CTRE,FINANCE,RULE,B
DOUG,CONSUMER,ML_NAME_IMPUTED,C3
DB,FINANCE,RULE,B
DD,CHEM_STEEL,EXPLICIT,A
DE,SHIP_DEF,EXPLICIT,A
DCOM,FINANCE,RULE,B
DK,CONSUMER,ML_NAME_IMPUTED,C3
CSQR,SEMI,ML_NAME_IMPUTED,C3
CYH,HEALTH_SVC,RULE,B
DKS,CONSUMER,ML_NAME_IMPUTED,C3
DECK,CONSUMER,EXPLICIT,A
CTVA,CONSUMER,ML_NAME_IMPUTED,C3
DLR,FINANCE,RULE,B
DMC,CHEM_STEEL,ML_NAME_IMPUTED,C3
CRBG,FINANCE,RULE,B
CSTM,SOFTWARE,ML_NAME_IMPUTED,C3
DNA,SOFTWARE,ML_NAME_IMPUTED,C2
CLVT,AUTO,ML_NAME_IMPUTED,C3
CPNG,SOFTWARE,ML_NAME_IMPUTED,C2
CLF,CHEM_STEEL,EXPLICIT,A
CTEV,BATTERY,ML_NAME_IMPUTED,C3
CLH,FINANCE,ML_NAME_IMPUTED,C3
CRCL,SOFTWARE,RULE,B
CLS,CONSUMER,ML_NAME_IMPUTED,C3
CLX,CONSUMER,EXPLICIT,A
CLW,CHEM_STEEL,RULE,B
COMP,SOFTWARE,ML_NAME_IMPUTED,C3
DOC,FINANCE,RULE,B
CMG,CONSUMER,EXPLICIT,A
CMI,SHIP_DEF,EXPLICIT,A
DINO,BATTERY,ML_NAME_IMPUTED,C3
CMS,ENERGY,EXPLICIT,A
DOV,SHIP_DEF,EXPLICIT,A
DBRG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
DOW,CHEM_STEEL,EXPLICIT,A
CVLG,CONSTRUCT,RULE,B
DPC,SOFTWARE,ML_NAME_IMPUTED,C3
DFIN,FINANCE,RULE,B
CNC,HEALTH_SVC,EXPLICIT,A
CNI,CONSTRUCT,RULE,B
CNK,TELCO_MEDIA,ML_NAME_IMPUTED,C3
CNM,SOFTWARE,ML_NAME_IMPUTED,C3
CNP,ENERGY,RULE,B
CNO,FINANCE,RULE,B
CNS,SEMI,ML_NAME_IMPUTED,C2
CNX,CHEM_STEEL,RULE,B
COF,FINANCE,EXPLICIT,A
CNMD,HEALTH_SVC,ML_NAME_IMPUTED,C3
DOLE,AUTO,ML_NAME_IMPUTED,C2
DAL,CONSTRUCT,EXPLICIT,A
DAN,AUTO,EXPLICIT,A
DAR,SEMI,ML_NAME_IMPUTED,C3
CPF,FINANCE,RULE,B
CVNA,AUTO,EXPLICIT,A
CPAY,SOFTWARE,ML_NAME_IMPUTED,C3
DRI,CONSUMER,EXPLICIT,A
CPRI,SOFTWARE,ML_NAME_IMPUTED,C3
CNNE,CONSUMER,ML_NAME_IMPUTED,C3
DBI,CONSUMER,RULE,B
CRD.A,SHIP_DEF,ML_NAME_IMPUTED,C3
DCH,BATTERY,ML_NAME_IMPUTED,C3
CRH,CONSTRUCT,EXPLICIT,A
CRI,AUTO,ML_NAME_IMPUTED,C3
CRL,SEMI,ML_NAME_IMPUTED,C3
CRK,CHEM_STEEL,ML_NAME_IMPUTED,C1
CRM,SOFTWARE,EXPLICIT,A
CRT,FINANCE,RULE,B
CRS,IT_HW,RULE,B
DDT,FINANCE,RULE,B
COSO,FINANCE,RULE,B
CSL,AUTO,ML_NAME_IMPUTED,C3
DELL,IT_HW,EXPLICIT,A
DEA,FINANCE,RULE,B
DEC,ENERGY,RULE,B
CSW,SHIP_DEF,ML_NAME_IMPUTED,C1
COTY,SOFTWARE,ML_NAME_IMPUTED,C2
DGAC,FINANCE,RULE,B
CLDT,FINANCE,RULE,B
CMC,CHEM_STEEL,EXPLICIT,A
CMP,CHEM_STEEL,RULE,B
CNA,FINANCE,RULE,B
CNH,SHIP_DEF,RULE,B
CNQ,ENERGY,ML_NAME_IMPUTED,C3
CNR,CHEM_STEEL,ML_NAME_IMPUTED,C3
CODI,FINANCE,ML_NAME_IMPUTED,C3
COLD,FINANCE,RULE,B
CON,TELCO_MEDIA,ML_NAME_IMPUTED,C3
COOK,SHIP_DEF,ML_NAME_IMPUTED,C3
COP,ENERGY,EXPLICIT,A
COR,HEALTH_SVC,EXPLICIT,A
COUR,CONSUMER,ML_NAME_IMPUTED,C3
CPA,SOFTWARE,ML_NAME_IMPUTED,C3
CPK,ENERGY,RULE,B
CPS,HEALTH_SVC,ML_NAME_IMPUTED,C3
CPT,FINANCE,RULE,B
CRC,CHEM_STEEL,RULE,B
CRD.B,SHIP_DEF,ML_NAME_IMPUTED,C3
CRGY,ENERGY,RULE,B
CSR,SHIP_DEF,ML_NAME_IMPUTED,C3
CSV,CONSTRUCT,ML_NAME_IMPUTED,C2
CTO,FINANCE,RULE,B
CUZ,FINANCE,RULE,B
CXT,CONSUMER,ML_NAME_IMPUTED,C3
CXW,SOFTWARE,ML_NAME_IMPUTED,C3
CYD,CONSUMER,ML_NAME_IMPUTED,C3
DAC,CONSTRUCT,EXPLICIT,A
DBD,IT_HW,EXPLICIT,A
DCI,CONSUMER,ML_NAME_IMPUTED,C2
DCO,SEMI,ML_NAME_IMPUTED,C3
DDD,IT_HW,RULE,B
DDS,SHIP_DEF,ML_NAME_IMPUTED,C3
DEI,CONSUMER,ML_NAME_IMPUTED,C3
DG,CONSUMER,EXPLICIT,A
DHT,SOFTWARE,ML_NAME_IMPUTED,C3
DHX,TELCO_MEDIA,ML_NAME_IMPUTED,C3
DIN,CONSUMER,RULE,B
DLB,SEMI,ML_NAME_IMPUTED,C3
DLX,CHEM_STEEL,ML_NAME_IMPUTED,C3
DNOW,SOFTWARE,ML_NAME_IMPUTED,C3
EHC,HEALTH_SVC,RULE,B
FDXF,CONSTRUCT,RULE,B
EPRT,FINANCE,RULE,B
EIG,HEALTH_SVC,ML_NAME_IMPUTED,C3
EIX,ENERGY,EXPLICIT,A
EPAM,IT_HW,RULE,B
FLG,FINANCE,RULE,B
F,AUTO,EXPLICIT,A
FICO,SHIP_DEF,ML_NAME_IMPUTED,C3
FITB,FINANCE,RULE,B
ELME,SEMI,ML_NAME_IMPUTED,C3
EFOR,CONSUMER,ML_NAME_IMPUTED,C3
FIRY,SOFTWARE,ML_NAME_IMPUTED,C2
